epoch,dice_coefficient,learning_rate,loss,val_dice_coefficient,val_loss
0,0.107852041721344,0.0010000000474974513,0.9713576436042786,0.13376827538013458,0.9002982378005981
1,0.18826153874397278,0.0010000000474974513,0.8513320684432983,0.16256380081176758,0.8594483733177185
2,0.20780348777770996,0.0010000000474974513,0.8265644907951355,0.17739349603652954,0.846450686454773
3,0.22088590264320374,0.0010000000474974513,0.8104751110076904,0.18321309983730316,0.8351708650588989
4,0.23105116188526154,0.0010000000474974513,0.7982799410820007,0.19146636128425598,0.8278839588165283
5,0.24400830268859863,0.0010000000474974513,0.783418595790863,0.19444309175014496,0.8242253661155701
6,0.2508157789707184,0.0010000000474974513,0.7747768759727478,0.19933506846427917,0.8192908763885498
7,0.2581115663051605,0.0010000000474974513,0.7654455900192261,0.20098264515399933,0.8158605694770813
8,0.2619309723377228,0.0010000000474974513,0.7606906890869141,0.20693783462047577,0.8092002868652344
9,0.26687562465667725,0.0010000000474974513,0.7545364499092102,0.19597896933555603,0.8222838640213013
10,0.2708069384098053,0.0010000000474974513,0.7497234344482422,0.2038988620042801,0.812367856502533
11,0.2772027850151062,0.0005000000237487257,0.7413274049758911,0.2040102630853653,0.8117063641548157
12,0.28001999855041504,0.0005000000237487257,0.737861156463623,0.20440323650836945,0.8114352226257324
13,0.2834393084049225,0.0002500000118743628,0.7334388494491577,0.2061200588941574,0.80929034948349
14,0.2848443388938904,0.0002500000118743628,0.7317519187927246,0.20549698173999786,0.8103548884391785
