epoch,dice_coefficient,loss,val_dice_coefficient,val_loss
0,0.15107040107250214,0.900269091129303,0.12186171859502792,0.937874972820282
1,0.2541408836841583,0.8173561096191406,0.696370542049408,0.5975545048713684
2,0.6488044857978821,0.5134993195533752,0.6074997186660767,0.5193403363227844
3,0.6514880657196045,0.5806034803390503,0.6316882967948914,0.6230279207229614
4,0.43705692887306213,0.6891568303108215,0.16901330649852753,0.8925309181213379
5,0.19799095392227173,0.8503735065460205,0.17403946816921234,0.8820257782936096
6,0.2382148653268814,0.8318081498146057,0.6465315222740173,0.6080285310745239
7,0.6477535963058472,0.5872594714164734,0.6444687843322754,0.6334465742111206
8,0.6310756802558899,0.6325622797012329,0.6470668911933899,0.6017249822616577
9,0.6280585527420044,0.624926745891571,0.6451823711395264,0.6038423776626587
10,0.6258507966995239,0.6214243769645691,0.6329655647277832,0.5924829840660095
11,0.48162955045700073,0.6881099343299866,0.17465290427207947,0.8813944458961487
12,0.20328563451766968,0.8421801328659058,0.18232426047325134,0.8644744753837585
13,0.20651619136333466,0.8374929428100586,0.18882037699222565,0.858342170715332
14,0.21038253605365753,0.831694483757019,0.15825478732585907,0.8879056572914124
