epoch,dice_coefficient,loss,val_dice_coefficient,val_loss
0,0.20445403456687927,0.8707290291786194,0.4695108234882355,0.670802116394043
1,0.658117949962616,0.5488535165786743,0.6411248445510864,0.6817713975906372
2,0.6904550194740295,0.4691368341445923,0.6836931705474854,0.48998478055000305
3,0.6753429174423218,0.5281527042388916,0.6025325655937195,0.6843438148498535
4,0.6301553249359131,0.6064555644989014,0.5830596089363098,0.6940792798995972
5,0.6717849373817444,0.48771578073501587,0.6606234908103943,0.5481501221656799
6,0.6356416344642639,0.5600295662879944,0.5638628005981445,0.7021169066429138
7,0.6775370240211487,0.4939875900745392,0.6093282103538513,0.6609598994255066
8,0.6728314757347107,0.49368715286254883,0.6535725593566895,0.4587397575378418
9,0.5172901153564453,0.5973640084266663,0.6057314276695251,0.6464107632637024
10,0.6675000190734863,0.5638269782066345,0.5754233002662659,0.7033472061157227
11,0.6365818381309509,0.5982558131217957,0.5672667026519775,0.7136681079864502
12,0.6369815468788147,0.5572531223297119,0.32327520847320557,0.744857907295227
13,0.1748277097940445,0.8691442012786865,0.17054246366024017,0.8912486433982849
14,0.19779321551322937,0.8532757759094238,0.16478082537651062,0.9046094417572021
