epoch,dice_coefficient,loss,val_dice_coefficient,val_loss
0,0.48958539962768555,0.5105556845664978,0.6349999904632568,0.36962026357650757
1,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
2,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
3,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
4,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
5,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
6,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
7,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
8,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
9,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
10,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
11,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
12,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
13,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
14,0.6575707197189331,0.34247061610221863,0.6349999904632568,0.36962026357650757
